Open,High,Low,Close,Volume,Dividends,Stock Splits
129.3916630814713,130.0488815659692,128.8439810110564,129.09292602539062,62746300,0.0,0.0
129.81985715682953,130.33766710467174,127.91792856147015,129.6007843017578,91815000,0.0,0.0
129.25226347362155,131.99065882181526,129.10288733798984,131.23385620117188,96721700,0.0,0.0
130.15842990041477,130.95504186372258,129.69041201505183,129.90948486328125,108953300,0.0,0.0
129.7501542139161,131.8512508998143,128.66475751689734,131.74171447753906,79663300,0.0,0.0
131.57242777189393,133.51419590287645,131.06457020305353,133.41461181640625,74783600,0.0,0.0
133.20553039335482,133.75321257835455,132.66780054102745,133.1358184814453,60214200,0.0,0.0
133.8826352881412,134.07183594373095,132.369045237822,132.84703063964844,68711000,0.0,0.0
132.89683849048794,133.32501670351553,132.24957221310106,132.54830932617188,70783700,0.0,0.0
132.84702878052389,134.67926054535397,132.7872844047314,134.21124267578125,62111300,0.0,0.0
134.23115740492693,135.91402816599071,133.7830594092018,135.75469970703125,64556100,0.0,0.0
135.5953899412713,136.8301628768359,135.29665283813787,136.38206481933594,63261400,0.0,0.0
136.02357922206966,136.7504945020107,135.1871123197049,136.6907501220703,52485800,0.0,0.0
137.3180800999431,139.40922454589133,137.1687191514038,139.36940002441406,78852600,0.0,0.0
139.47893183450844,142.54592130192427,139.47893183450844,141.4207000732422,108181800,0.0,0.0
142.93427813040253,144.27858743027124,142.05800191781205,143.95994567871094,104911600,0.0,0.0
140.98254524733215,143.45207558600373,140.07638172982024,142.6355438232422,105575500,0.0,0.0
142.14762352589594,145.03538002764626,142.0480394281528,144.49766540527344,99890800,0.0,0.0
145.59301897324298,145.70255539492803,143.39233820826124,143.89022827148438,76299700,0.0,0.0
143.42221448551575,146.83774831769182,143.023908501341,145.02542114257812,100827100,0.0,0.0
147.47504239091677,148.93884038824007,147.0568013679111,148.52059936523438,127050800,0.0,0.0
148.61024200485758,149.3670294842605,146.46930546560986,147.8534393310547,106820300,0.0,0.0
147.83351940180094,149.12802136814094,145.26440493663046,145.77224731445312,93251400,0.0,0.0
143.143394165326,143.4620511013012,141.0721696646842,141.848876953125,121434600,0.0,0.0
142.85462829574053,146.4792674667262,142.3567382162403,145.53326416015625,96350000,0.0,0.0
144.9158790067269,145.5133531538423,144.0196829804525,144.7864227294922,74993500,0.0,0.0
145.3241400408476,147.574597439153,145.1946837747123,146.18051147460938,77338200,0.0,0.0
146.92735777224738,148.09241867367754,146.30001144286246,147.93309020996094,71447400,0.0,0.0
147.6443194621458,149.19773398473487,147.07671751267753,148.3612823486328,72434100,0.0,0.0
148.4907241506683,148.5803559077135,144.93579708276437,146.15065002441406,104818600,0.0,0.0
144.1989137864804,146.34980244819013,141.9384887060429,144.36819458007812,118931200,0.0,0.0
144.07943303436355,145.93158473013497,143.96989660955558,145.02542114257812,56699500,0.0,0.0
143.77074122692727,145.71250945769148,143.5018763351602,145.24449157714844,70440600,0.0,0.0
145.7423965794223,146.32990327454854,144.63707990490312,144.90594482421875,62880000,0.0,0.0
145.19469695387463,147.41528236838545,144.56735061568776,146.7381591796875,64786600,0.0,0.0
146.64855197176584,147.1663467275474,145.6627241194898,146.32989501953125,56368300,0.0,0.0
146.3597736246605,147.21614522832724,145.55319407126282,146.43943786621094,46397700,0.0,0.0
145.95076682844632,146.708688088659,145.23272975364966,145.7413330078125,54126800,0.22,0.0
145.80116781719892,146.29980383245416,145.1230301406903,145.69146728515625,48908700,0.0,0.0
146.04052471289177,147.3070645056101,144.90363515907435,145.20281982421875,69023100,0.0,0.0
145.65158128615286,146.31975171221666,145.1329955759379,145.46209716796875,48493500,0.0,0.0
145.79120934152874,148.64340812897856,145.44215802299613,148.4838409423828,72282600,0.0,0.0
148.56363283255948,149.03235195863337,147.8655453736724,148.6932830810547,59375000,0.0,0.0
148.13478467947562,150.77756476132794,146.07043943401723,150.70774841308594,103296000,0.0,0.0
149.82018814480955,151.26622969292376,148.68329852290037,149.78030395507812,92229700,0.0,0.0
149.391357452786,150.30884592082916,145.75130530784048,145.9607391357422,86326000,0.0,0.0
144.6343622128735,147.59626137817344,144.1058092509869,146.2998046875,86960300,0.0,0.0
147.0377972859476,148.09490325151515,146.37959406382143,147.78575134277344,60549600,0.0,0.0
147.90543034112284,149.78030685526974,147.48657786358976,149.30162048339844,60131800,0.0,0.0
149.0423033477993,150.4484605764434,148.74311869234,149.2118377685547,48606400,0.0,0.0
149.40131786498682,149.90993633071096,147.39680659660354,147.9552764892578,58991300,0.0,0.0
147.9453153534932,148.71320387900445,147.1075952627731,147.13751220703125,48597200,0.0,0.0
147.07768600632534,148.34422584239087,146.42946522396397,148.19464111328125,55802400,0.0,0.0
148.59354479060622,153.0713020547575,148.20460927534424,152.70230102539062,90956700,0.0,0.0
152.2435548887566,152.38317236714673,150.87728183183458,151.4158172607422,86453100,0.0,0.0
152.41309800165743,154.55722694572484,151.9244291908468,152.09396362304688,80313700,0.0,0.0
153.45025129643878,154.29793865802375,151.9842601098454,153.23085021972656,71115500,0.0,0.0
153.34055389536977,154.2081909772704,152.6723834088627,153.87908935546875,57808700,0.0,0.0
154.5472639528965,156.83101044611809,153.96884428863183,156.2625732421875,82278300,0.0,0.0
156.55176832726303,156.61160221787844,153.5599520591766,154.68687438964844,74420200,0.0,0.0
155.06584378949378,155.6841476199369,153.53003623900887,153.64971923828125,57305700,0.0,0.0
154.57716294895224,155.05584925727874,148.29434618565892,148.56361389160156,140893200,0.0,0.0
150.21909975038582,151.00693800574567,148.34422335214012,149.1420440673828,102404300,0.0,0.0
149.93985469086948,150.65789176454376,146.50923649823991,147.71592712402344,109296300,0.0,0.0
148.15472455036578,149.0323287719507,145.970696455298,148.62344360351562,83281300,0.0,0.0
148.03505816845248,148.5636111112712,146.81838511063802,148.38409423828125,68034100,0.0,0.0
148.4140407854034,148.4140407854034,145.3623753860495,145.66156005859375,129868800,0.0,0.0
143.40773397805998,144.44489028787606,140.8846367304498,142.55007934570312,123478900,0.0,0.0
143.53736284551283,144.20554852870612,142.39050604297248,143.03872680664062,75834000,0.0,0.0
144.05594319185744,146.0305375710369,143.30798916156,145.45213317871094,76404300,0.0,0.0
146.24995697424862,146.67879191831202,145.2427175653384,146.42947387695312,64838200,0.0,0.0
145.2626534844046,147.06771349780084,145.16292019045923,146.5192108154297,53477900,0.0,0.0
145.0731677410772,145.56183652850638,143.4276749294475,144.9734344482422,74150700,0.0,0.0
142.85921375035025,144.35512174773612,141.30347186781503,141.5228729248047,108972300,0.0,0.0
142.0813653261763,144.0559599348543,141.64256314265555,142.4403839111328,74602000,0.0,0.0
143.26810974416128,143.98614685451972,140.89459733952282,141.11399841308594,89056700,0.0,0.0
141.51291015505393,142.53013199561184,138.73052758834476,142.2608642578125,94639600,0.0,0.0
141.37328499953145,141.82206961058637,137.89281516905268,138.76043701171875,98322000,0.0,0.0
139.109491200436,141.8519894851604,138.97984095748362,140.72506713867188,80861100,0.0,0.0
139.0895431463764,141.76222511129714,137.99253773261648,141.61264038085938,83221100,0.0,0.0
142.6697405703461,143.82657982910544,142.33067171707106,142.89910888671875,61732700,0.0,0.0
143.63709995961446,143.78668468838802,142.1711087489748,142.5101776123047,58773200,0.0,0.0
141.88190517943198,144.41496960451857,141.4231533202993,142.42042541503906,64452200,0.0,0.0
142.83928699100423,142.85923669497916,140.65525852929787,141.1239776611328,73035900,0.0,0.0
140.85472113583418,141.01427311160737,138.82027746878407,140.52561950683594,78762700,0.0,0.0
141.72233552829294,143.4875113661006,141.123966194986,143.36782836914062,69907100,0.0,0.0
143.37781203503496,144.50471914430744,143.11851155374399,144.44488525390625,67940300,0.0,0.0
143.0586733193759,146.43942497886587,142.76947111883035,146.1502227783203,85589200,0.0,0.0
146.6089608967865,148.76307221076513,146.15022426818763,148.35418701171875,76378900,0.0,0.0
148.29435903519328,149.34149778933607,147.7159393879795,148.8528289794922,58418800,0.0,0.0
148.40404940981875,149.2317870266921,147.46661126017509,149.0722198486328,61421000,0.0,0.0
149.28166542619553,149.77031902387787,148.23452666133147,148.28439331054688,58883400,0.0,0.0
148.27441177721334,148.96253197605847,147.21730576276454,148.23452758789062,50720600,0.0,0.0
148.92264119279344,150.42851655197964,148.60350682368244,148.9126739501953,60893400,0.0,0.0
148.9525577479031,149.3215435462032,148.08493591204538,148.44395446777344,56094900,0.0,0.0
149.41131037295852,152.7521627116241,149.311577078064,152.15380859375,100077900,0.0,0.0
146.8183936846245,149.53097490139257,146.01060575190388,149.391357421875,124953200,0.0,0.0
148.58356684619653,149.29162147359682,147.39681068282465,148.55364990234375,74588300,0.0,0.0
148.25447289557061,151.15653833632484,148.2444904356622,149.6107635498047,69122000,0.0,0.0
149.97976149059392,151.5554533500128,149.41132426490321,151.07676696777344,54511500,0.0,0.0
151.16650634552568,152.01417849799213,150.2290681392508,150.54820251464844,60394600,0.0,0.0
151.69673359700332,152.0063367127495,149.86906027181368,151.08750915527344,65463900,0.22,0.0
151.2173479131303,151.37714798482546,149.96893842683747,150.2485809326172,55020900,0.0,0.0
150.00887859750463,151.2373092467505,149.86905734669105,150.61810302734375,56787900,0.0,0.0
149.82911500826523,149.93897565104598,147.66187800011167,147.73178100585938,65187100,0.0,0.0
148.77046360840183,149.23985154000752,147.49207831511237,147.6818389892578,41000000,0.0,0.0
148.2411208028701,150.2086152672669,147.29233269186923,149.7991485595703,63804000,0.0,0.0
150.1786521129434,151.6867404194052,149.23984580704942,149.8091278076172,59222800,0.0,0.0
149.7492125544524,151.29724331794688,149.14996992362452,150.807861328125,59256200,0.0,0.0
150.80785597469202,154.80276606673684,150.79787418563603,153.29469299316406,88807000,0.0,0.0
153.51441814055306,158.4680982456216,152.8552543012855,157.6691131591797,137827700,0.0,0.0
157.44939921541146,160.81512157246794,156.3308291858994,160.34571838378906,117305600,0.0,0.0
161.47425783304044,165.48914672336213,160.7951304355407,160.8151092529297,117467900,0.0,0.0
160.91498083264355,161.59412350315964,158.8576044814631,161.20462036132812,96041900,0.0,0.0
160.54545948798162,161.93369022327943,159.43687125768096,161.73394775390625,69463600,0.0,0.0
159.3669715816388,160.24584151312243,156.16104925748724,156.6104736328125,76959800,0.0,0.0
159.16719899515653,160.9848903851422,158.5879352084371,160.03610229492188,88748200,0.0,0.0
159.78643476713486,165.3093971952361,159.71651651999173,165.0896759033203,174048100,0.0,0.0
167.26689173308358,170.0833108387657,164.32064840407557,164.5603485107422,152052500,0.0,0.0
158.53801908174094,163.9910630500971,157.59921273277075,163.55162048339844,136739200,0.0,0.0
163.8112977134197,164.7501040527047,159.51676618231437,161.63406372070312,118023100,0.0,0.0
164.08094623794574,167.6663898063954,164.07096444839166,165.10964965820312,107497000,0.0,0.0
168.86485476565403,171.36167362265854,168.12579089780644,170.96217346191406,120405400,0.0,0.0
171.910980248576,175.73610864254024,170.48279190940417,174.8572235107422,116998900,0.0,0.0
174.68743609779628,176.52509109731463,173.69869035597094,174.33787536621094,108923700,0.0,0.0
174.98706916602424,179.40144332084083,174.46772654799472,179.22166442871094,115402700,0.0,0.0
180.8895318818952,181.8982564767796,175.3066484452636,175.51638793945312,153237000,0.0,0.0
175.0270123802494,177.51384959724749,171.99088717324315,174.10818481445312,139380400,0.0,0.0
174.88718274445225,179.27159610079653,172.0907425429162,179.0718536376953,131063300,0.0,0.0
179.05187365877586,180.9095075083828,170.53272889003688,172.04080200195312,150185800,0.0,0.0
169.7137741070924,173.24927835251611,169.47408923579167,170.9222412109375,195432700,0.0,0.0
168.06586590794424,170.36294225265925,167.24691726571834,169.53399658203125,107499100,0.0,0.0
171.34169389901777,172.97960645097933,168.90479626916382,172.76988220214844,91185900,0.0,0.0
172.8198062155274,175.63622518343607,171.93093931759216,175.41650390625,92135300,0.0,0.0
175.62624904046365,176.6249766091001,175.04698522192973,176.05569458007812,68356600,0.0,0.0
176.86465742659718,180.19042198280445,176.8446938480299,180.1005401611328,74919600,0.0,0.0
179.93076247861555,181.0992719055566,178.30283166463542,179.06185913085938,79144300,0.0,0.0
179.10180923300553,180.40015806588852,177.9133210376597,179.15174865722656,62348900,0.0,0.0
179.24163963379422,180.34024606528834,177.86339069962403,177.97325134277344,59773000,0.0,0.0
177.86338252008355,179.00193129701202,177.0344368397818,177.34405517578125,64062300,0.0,0.0
177.6037227458752,182.64729994114683,177.48388031600177,181.7783966064453,104487900,0.0,0.0
182.39762374295043,182.7072268560309,178.89208016605926,179.47134399414062,99310400,0.0,0.0
179.38145278013593,179.94073776021787,174.41777572284965,174.69741821289062,94537600,0.0,0.0
172.4802494442759,175.07694723938596,171.42160065129784,171.78114318847656,96904000,0.0,0.0
172.67001281996755,173.9184223103194,170.8123788887491,171.950927734375,86709100,0.0,0.0
168.86485815915046,172.2805045954485,167.95601241948722,171.9709014892578,106765600,0.0,0.0
172.1007409237936,174.95708712339083,170.60264957970503,174.8572235107422,76138300,0.0,0.0
175.89588620521965,176.9545349396814,174.59755261880287,175.306640625,74805200,0.0,0.0
175.55632978251933,176.39525727788237,171.57140132048502,171.9709014892578,84505800,0.0,0.0
171.1219827657817,173.55888054009577,170.87230086659991,172.84979248046875,80440800,0.0,0.0
171.29175415051924,172.32044229307309,169.19443546931024,169.5839385986328,90956700,0.0,0.0
169.78368556998413,170.86231316585938,165.72885410584774,166.0184783935547,94815000,0.0,0.0
166.76751737850225,169.4640786403829,163.97107726865937,164.3006591796875,91420500,0.0,0.0
164.21079088042842,166.118364262209,162.0934932357812,162.20335388183594,122848900,0.0,0.0
159.81638226732795,162.09347979733883,154.50314453772086,161.41433715820312,162294600,0.0,0.0
158.77770556615633,162.5528945795478,156.8202080537025,159.57669067382812,115798400,0.0,0.0
163.291950585183,164.18081747420635,157.61918554947735,159.48680114746094,108275300,0.0,0.0
162.2432961712072,163.63152693075827,158.07860389255396,159.0174102783203,121954600,0.0,0.0
165.499149571323,170.13324480930243,162.59284873361844,170.11326599121094,179935700,0.0,0.0
169.94348547253134,174.77732321132646,169.2943034141225,174.55760192871094,115541600,0.0,0.0
173.78857475957955,174.61752045132354,172.09074097958344,174.3878173828125,86213900,0.0,0.0
174.52764729235454,175.6562143517316,173.10945593564222,175.6162567138672,84914300,0.0,0.0
174.25798408263805,176.01575437856636,171.9009863816761,172.67999267578125,89418100,0.0,0.0
171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,82465400,0.22,0.0
172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,77251200,0.0,0.0
171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,74829200,0.0,0.0
176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,71285000,0.0,0.0
174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,90865900,0.0,0.0
172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,98670700,0.0,0.0
167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,86185500,0.0,0.0
170.97000122070312,172.9499969482422,170.25,172.7899932861328,62527400,0.0,0.0
171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,61177400,0.0,0.0
171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,69589300,0.0,0.0
